欧阳锋广东小火鸡,#genre#
446,https://scontent.fkul16-3.fna.fbcdn.net/o1/v/t2/f2/m69/AQPEwd8-YwBk8lKWzn1VqKIthFLBVOO9rwIMFR-WdGOJ5CFshXj8GpvLAAwGf0A8RiIwcdcBLBzyd_TSl0DNEPUa.mp4?strext=1&_nc_cat=106&_nc_oc=AdlLSnIdksEaGXBZabefJfw9BcCpl72br4yDV6DXkDkjMvf672D_Jaof_8NI5jUOVp4&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-3.fna.fbcdn.net&_nc_ohc=cZvo_wAs-bUQ7kNvwEHPVSh&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6OTg0MTI0NzMwMzAyNTE2LCJ2aV91c2VjYXNlX2lkIjoxMDEyMiwiZHVyYXRpb25fcyI6NDE4LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=W5irwyOAsOM-fphcf0iE4Q&_nc_zt=28&oh=00_AfY-UL9NKMYZrVOkUBXvHWVObzvgSF7m338uATplVlmdOQ&oe=68DFB344&bitrate=487212&tag=sve_sd
447,https://scontent.fkul16-2.fna.fbcdn.net/o1/v/t2/f2/m69/AQPJ5kCsHm2snckshGzoWIBxZC1Gz6QkZj05zfHfWiGk_MZLfpKd020_X3lH3A0bnFmP_Znhtd4-8H_gqFTtbAsq.mp4?strext=1&_nc_cat=108&_nc_oc=AdlBMmHbcESlBZHPXwwdQXBxFXH-_I_xkX2X3RGETQFrkEaY09mhx5PJ3tu5xc73HQQ&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-2.fna.fbcdn.net&_nc_ohc=lzylHijSHx4Q7kNvwHX4Sag&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTI4NTk5MzMzOTMzMTAyOCwidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjU2NywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=DVFtrLJX31CvgQSuWTQdJA&_nc_zt=28&oh=00_AfaQeYtKHl8ifOuITtYYSykegPWaHvM0rF5tw8p1tIkM-w&oe=68DFA4AE&bitrate=420567&tag=sve_sd
448,https://scontent.fkul16-4.fna.fbcdn.net/o1/v/t2/f2/m69/AQOfWnGJdewgi8W_OSSgPLqG41lQiAAjTnEGWk-TqrlYd88vzI0deYmVnSI2hzB6JqMKwo-fb_Ux81ipc-6iYcBw.mp4?strext=1&_nc_cat=107&_nc_oc=AdmQ7vxjKoPz7OPwvVvyt3jM06wOc3oZ6tz_TSXHfmXDVIwzHQbYkrVWsRB5Dqnj3Sc&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-4.fna.fbcdn.net&_nc_ohc=zBZOuPndVlQQ7kNvwF7Ig5_&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6NTkwMDQyODc2ODk3ODkzLCJ2aV91c2VjYXNlX2lkIjoxMDEyMiwiZHVyYXRpb25fcyI6MjYwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=DVFtrLJX31CvgQSuWTQdJA&_nc_zt=28&oh=00_AfbRbqPem0LtIWPMQhbKbH0PWPGGqUJd72Q3CIkQsK9VCw&oe=68DFBAD7&bitrate=620750&tag=sve_sd
449,https://scontent.fkul16-4.fna.fbcdn.net/o1/v/t2/f2/m412/AQPiWbvPf73qKdf2JcjpELKkUxEpLbhszJ8XIeBv05L_4OnsOlQJ-r9vRA2jdh8n9mI3-ylcBC_ITmWHWXwHyNvvMQ8jbmXVJKESyyqdiQ.mp4?_nc_cat=104&_nc_oc=AdlLb6Q7PZ64VWpoy0YbFpOprhVQX_Gl7PcKJ_wYozWY43cKvfEUjoMZaSB3q2P21-o&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-4.fna.fbcdn.net&_nc_ohc=jV-RTtMuFI8Q7kNvwG9ivso&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTQ2NTM3MDUzNzk5MTQwMSwidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjYxMywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=QVX6Vj8qZ-047yFXGrsU_g&_nc_zt=28&oh=00_AfbcykIkbbelSmXFYgUn_6cWbOVl-3WU3fLUuDTPSv0_iA&oe=68DFB336&bitrate=523709&tag=sve_sd
450,https://scontent.fkul16-2.fna.fbcdn.net/o1/v/t2/f2/m69/AQOzpWF3LcYXY1iQ5APp2bScExccmu3bAmLv7J0ke6yp49RHVRpoApQJSqb_5AOKMWUKOZNopZpGemazWZ_egFtD.mp4?strext=1&_nc_cat=110&_nc_oc=AdmxOUXEOQUFd5lG1SMyQEE1RcrmDQ5OoTrcr0EmJYulfYIiPTVNkcz0vMxWt7DVcEE&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-2.fna.fbcdn.net&_nc_ohc=Bb0jmBH-K0IQ7kNvwFLHlRY&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTg0NTM0ODM4NjMwODA1NCwidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjUwMiwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=QVX6Vj8qZ-047yFXGrsU_g&_nc_zt=28&oh=00_AfYbnEoeOM-VPqXtJ6-515mLr_30M1pzJ0Gc8nP0DIta6g&oe=68DFBEFC&bitrate=620164&tag=sve_sd
451,https://scontent.fkul16-2.fna.fbcdn.net/o1/v/t2/f2/m412/AQN9-o8h-Q5KYzSUIL4cVrxdh1tBouMaywMMR6LyT2OGlVBhaSlzgo1RsuoSxTxX3ZnZhZiZ0__BkY4I5J0sJBEZcZDhwCYVr6nstGJ5yQ.mp4?_nc_cat=108&_nc_oc=AdnSLJ-KR1r-iJQgvM-gxQFvTpfQvyxJiWEk1i_rBATGdYc_JCm9ur9jCYyXFb-8fkU&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-2.fna.fbcdn.net&_nc_ohc=P1k2Y5xISr0Q7kNvwFYuy9G&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MzE4MjQ3ODk4MTkwMzEzMiwidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjUyMSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=QVX6Vj8qZ-047yFXGrsU_g&_nc_zt=28&oh=00_AfZwFPgFbET1srIrK-fQ0S21f0UuSQRDqzzai9VpzDTA6Q&oe=68DFAB4A&bitrate=555433&tag=sve_sd
452,https://scontent.fkul16-3.fna.fbcdn.net/o1/v/t2/f2/m412/AQNnRjb3NkKWhtvqbjqxo1lx-ZF9aFUI1VVuNkKBd1f29r7-KyLQEp8jm2Y87GlDxqICMsqgOnG-HX5o9Irw044WgjwIEI7vHCBKNBPp9A.mp4?_nc_cat=101&_nc_oc=Adm4CYh3MXFJ5nSOoJX5PBrHyv2h4MPhLRqCXwdfnx5vlro3qQ6GbU10raJJUPya70Q&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-3.fna.fbcdn.net&_nc_ohc=m9AS-q17FuYQ7kNvwFeS_Ys&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzNlLjM2MC5zdmVfc2QiLCJ4cHZfYXNzZXRfaWQiOjEyMjIwNDAyMzYzODY0MzAsInZpX3VzZWNhc2VfaWQiOjEwMTIyLCJkdXJhdGlvbl9zIjoyMDAsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=bFk6_ZgjvUy20XVoQAkx4g&_nc_zt=28&oh=00_AfbzZuJGu4GZVkQ_Yh1KD_7Xua5ZWWAIE3M230GwpLaNxw&oe=68DF9EE1&bitrate=540069&tag=sve_sd
453,https://scontent.fkul16-2.fna.fbcdn.net/o1/v/t2/f2/m69/AQO6inyo5JiJrXw5_pbL_DWaN95mkNGG-8_joyAVx1UQuOJy7GcT0o7dO2J5c-qKrB4FslULFT3NN_W4T-5DhPwG.mp4?strext=1&_nc_cat=100&_nc_oc=Adk5aiR9wRm3wAYUIxtT4Vj4dnGhyeQw16jqcOyBslf0s4_efPgd1ZZqPep98lc20os&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-2.fna.fbcdn.net&_nc_ohc=BaueZTjlXvwQ7kNvwHU8Cww&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6Mzk5NTQyNTUzMTQ0NjkzLCJ2aV91c2VjYXNlX2lkIjoxMDEyMiwiZHVyYXRpb25fcyI6MzUwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=QVX6Vj8qZ-047yFXGrsU_g&_nc_zt=28&oh=00_AfbLgjHdpWUkDz6pUm5CjD4FaJdHSFVDoN3v0o6dhgNqdw&oe=68DFAC96&bitrate=801176&tag=sve_sd
454,https://scontent.fkul16-1.fna.fbcdn.net/o1/v/t2/f2/m69/AQMOdO5_bVtngcnFXGXn0FgEOAj_Wq9W5DEO9gD8dyzHeaSyZyOLrD44rXzHoVfOlrM7XqPUMPAyRTiFUpnDs0o5.mp4?strext=1&_nc_cat=111&_nc_oc=Adk9aG_k9YEsslxcaYDzEOCZxKFha6Lhj3CaVyqsLwr1xrMPruPm7eQdBT7q4AQU6eU&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-1.fna.fbcdn.net&_nc_ohc=rJmNyA4KQIgQ7kNvwGcb22P&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MjU0MjQ3ODE1NjA4NTA4MCwidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjc3OSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=cFK_6L_K1KVikOA6wjWQAg&_nc_zt=28&oh=00_Afbi9W2ZUb3sMXlU5O-abEJO7r9WlgU6uXiqOn17328tAw&oe=68DFBADF&bitrate=509704&tag=sve_sd
455,https://scontent.fkul16-3.fna.fbcdn.net/o1/v/t2/f2/m412/AQOSupTj3YtrypVbeVtNfPeEffEuY9HSA7mBH2l2HF174dJ59Hgy1WfiKI-Sg8TNMvKSDV-9N1IeR18czMkPpoORhxHS6VET5nGFdIppNg.mp4?_nc_cat=106&_nc_oc=Adkqj4S9FN6XGIR3w4FP8NXsKq9PSqWlm5B3xin2ktZJtfFEZzhANUSUTA4KTQETbVU&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-3.fna.fbcdn.net&_nc_ohc=mM4IbjTsB7AQ7kNvwGG3VyA&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTY2MTg1NzMwNDQ3NjMzOCwidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjUwMiwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=EB3x-bIltbLyj-52b05Qmw&_nc_zt=28&oh=00_Afanwqb4Nk494jhevAK5mP9vDh2BqlHpI7bZTaK_OT5OGA&oe=68DF9A34&bitrate=395165&tag=sve_sd
456,https://scontent.fkul16-4.fna.fbcdn.net/o1/v/t2/f2/m69/AQPuMNMQngsncRztND2cTqKQlyPMbpEfXpfXDHiMXkW1u0itGInNbcIgeanmpjGupIjUa4ywUwgdd3d-sy-nYJTp.mp4?strext=1&_nc_cat=109&_nc_oc=AdmZBfe2r7sNLpwxRnG0NMAqpXATuHG0c8qJc3ClGX3vS9Cskh4AJbX7R8kffNqOSXU&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-4.fna.fbcdn.net&_nc_ohc=PtXYkL3LeasQ7kNvwHwpxsS&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6Njg5MjY2NjYzNTk5NjgwLCJ2aV91c2VjYXNlX2lkIjoxMDEyMiwiZHVyYXRpb25fcyI6NTgzLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=EB3x-bIltbLyj-52b05Qmw&_nc_zt=28&oh=00_AfZ_Q8wpk8uS118IbgtmrqyV76bIKZVbcIH9EDjhE74Blg&oe=68DFBBE1&bitrate=390096&tag=sve_sd
457,https://scontent.fkul16-3.fna.fbcdn.net/o1/v/t2/f2/m69/AQOd_39KoLxKan4PectJuRo1DojWbvZDamich01jGzjGhp7xMKSieQEThfaZLl2LiUNC33dwHxG8sMr6mS8QAL_m.mp4?strext=1&_nc_cat=105&_nc_oc=AdmTK5jVvckEiqJAqcIQG1aKhybhbC5O6LY6mz5zokXPBjSY-e4ucOC9o3yw-8Ryt6o&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-3.fna.fbcdn.net&_nc_ohc=iAHkqFKpgIkQ7kNvwEvzNjN&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTA1MDcwNTQ5NzE5MTUwNywidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjYyOCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=EB3x-bIltbLyj-52b05Qmw&_nc_zt=28&oh=00_AfaI4PWqhun_sSjh6lUg6oKMy7ku8J27vZoDacw-eiBJaQ&oe=68DF9EBD&bitrate=449230&tag=sve_sd
458,https://scontent.fkul16-2.fna.fbcdn.net/o1/v/t2/f2/m69/AQO8Lskvsyh-Ybcoh4-N1Vp666OZ7Jui5hxSs6QP2rg2G0WVvgFXRR0e1SW9YziwmMp3bIL22FMoxc-VA3LneUSk.mp4?strext=1&_nc_cat=100&_nc_oc=Adm6hh0mMuFG_vb4kbUd068s-NlEScQqSkqXdoyLvemfE54JW6lO_7ZnYeAZT7Oo7zA&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-2.fna.fbcdn.net&_nc_ohc=00iwpc5ax78Q7kNvwHa93ZU&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6NjEzNTQ5NzM0ODg3ODMxLCJ2aV91c2VjYXNlX2lkIjoxMDEyMiwiZHVyYXRpb25fcyI6NTcyLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=gSZ_EXViAwnNqigXyhNYOw&_nc_zt=28&oh=00_AfbDikB1JZxRMpnfNeqXKgL6ctog23e7VEgDWyh5IEKIHw&oe=68DFBD22&bitrate=479423&tag=sve_sd
459,https://scontent.fkul16-4.fna.fbcdn.net/o1/v/t2/f2/m69/AQNzvOW9F4JX1ukFrvBO1skzzNSRfM5CfXkZDhT5mxpeVWxSgMpb2B1lAiKKyFSzewsw-atuvot_OudXSLfBUBHP.mp4?strext=1&_nc_cat=107&_nc_oc=AdnMNF_ZyKkfZlqDmral3RgNM__bN9UTQNUguj8H6t4Qsm66sCUJA59KNydSutPgglo&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-4.fna.fbcdn.net&_nc_ohc=4U8FyXwYiPMQ7kNvwF13bed&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTAxNDAwMDQwNjgxNzk1MywidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjQyNywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=gSZ_EXViAwnNqigXyhNYOw&_nc_zt=28&oh=00_Afa9SYl1Q37lMc8oGZ5bvTNec0mQiH2PoMzhIeQSV_qdXA&oe=68DFA133&bitrate=387051&tag=sve_sd
460,https://scontent.fkul16-1.fna.fbcdn.net/o1/v/t2/f2/m366/AQNReSurRdw7HnkIKBf3CvO-xluMVSqyMLuMrGHJNMGa4hlKJFsE2-Wr2vo_zT3YSjVTpqdseh7F6BfwRcjfNddo93o3uoxLrpsdaQvEng.mp4?_nc_cat=111&_nc_oc=AdnvUvn1Dr0ec3rj8FPTYsHuGsjWnaGjDdgNb2HFF1mWjNgXWb-4MpT2AgegemkNDxw&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-1.fna.fbcdn.net&_nc_ohc=JGQKHBoyIkYQ7kNvwFBPqT5&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6NDM0NzIyNjU1ODgzNDQ4OSwidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjUyNywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=gSZ_EXViAwnNqigXyhNYOw&_nc_zt=28&oh=00_AfbCRq6d_5wlFoBcHgqFvGEAluGRp0oTfmnbTnms1gNHog&oe=68DFAC73&bitrate=323334&tag=sve_sd
461,https://scontent.fkul16-3.fna.fbcdn.net/o1/v/t2/f2/m412/AQO9fPAViVzCyN0cqymIIFbbHGkFIO_hgo8Iqc-AbWu6UM8pc7FZgmW1PZOz0Wj-VjMUmUZ7MG7OoYLg1Mv8r8ccmsN0mZOgkosKXsdMGA.mp4?_nc_cat=101&_nc_oc=Adn19yANYU7z2d3K1po5TPzUcRI5cH_Ls0-Y8exRwIqwzmxCdRhBLjuVp4PwmZNw7Pc&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-3.fna.fbcdn.net&_nc_ohc=zi5s14epsf8Q7kNvwGH9-cT&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzNlLjM2MC5zdmVfc2QiLCJ4cHZfYXNzZXRfaWQiOjc2MTU2NjM4NjQxNDkzMiwidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjY3MCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=YTPtCtbifMPwDnfYxwsLEg&_nc_zt=28&oh=00_AfZM32qN3qXPjyrpJyTwLsbJ_-wkmxIYJeGBNwPa07r-FA&oe=68DF97F5&bitrate=500100&tag=sve_sd
462,https://scontent.fkul16-1.fna.fbcdn.net/o1/v/t2/f2/m412/AQNAj-uCvjQUB_oWDbEymGgmbPvTPw5nolfCmkybB4MzHhYal17Oh_51doOOvDtIUFzFNtCtrsP2mO93PvLQIwkG3Tdo5yoVeuDJhFwhcw.mp4?_nc_cat=103&_nc_oc=Adn1UPfWkyrOb4SchCI4txCRZ6khWaz7hHZXoMNfJAB-icvFh6oTZdKnGKXDY2zgsik&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-1.fna.fbcdn.net&_nc_ohc=uLVZI6pNHGcQ7kNvwHeMqTi&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzNlLjM2MC5zdmVfc2QiLCJ4cHZfYXNzZXRfaWQiOjU5NTQ2ODE5MzYwODY2NywidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjQyMSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=YTPtCtbifMPwDnfYxwsLEg&_nc_zt=28&oh=00_AfZN6We71inlmFDZszH0kqNGNidTjlq2WoWpINMWdMmXUw&oe=68DFAE0F&bitrate=486679&tag=sve_sd
463,https://scontent.fkul16-3.fna.fbcdn.net/o1/v/t2/f2/m69/AQMtYKuBuFBEFjHFz3G8A--UiRkywu-i_TreN1kjR87xO5eI9Si-VO13qYblIm1JePcrQCHphuWKXQwuhnXbFjWH.mp4?strext=1&_nc_cat=106&_nc_oc=AdnWoJHs87Dc5vJXO_29vqv2WxhFS8T7CEbxvE_pAlHqE3ySIzyo5p_ruguMv0MG1lc&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-3.fna.fbcdn.net&_nc_ohc=AxuXtqSOku4Q7kNvwEVWwov&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6NjU1MzQ4OTY3Mzc5MDE0LCJ2aV91c2VjYXNlX2lkIjoxMDEyMiwiZHVyYXRpb25fcyI6NTI2LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=nM_8WcPgLg4UjA7b1WEg5A&_nc_zt=28&oh=00_AfZtmMLF0TGJ-PZWj3hsO-cTpCsqTSWJeLKBE9Rp-qpHLg&oe=68DFAE50&bitrate=578712&tag=sve_sd
464,https://scontent.fkul16-2.fna.fbcdn.net/o1/v/t2/f2/m69/AQPEvWSlVkz9R8rg6lvWvQypdH1XQbDqfUaSoU3JpkC80Y9ePIJ31ctWhbeUBtLZrCWHNqYbVgu8ovr8RYHBXLfJ.mp4?strext=1&_nc_cat=100&_nc_oc=AdnReHv_0JVgY_q8eprrZJ3bNt3hbY92ANIPphEEaduzJ1SPpRKcR9lenuQ0rCgBGU0&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-2.fna.fbcdn.net&_nc_ohc=GU8OEfZ8p4IQ7kNvwEUSSbS&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTU0ODExNTU0MjUzMjU5NywidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjY2OSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=nM_8WcPgLg4UjA7b1WEg5A&_nc_zt=28&oh=00_AfbtrPVQn-V6epcAileNhME5VBO66B3vI-zR05hBpuBMQA&oe=68DF9BE2&bitrate=482363&tag=sve_sd
465,https://scontent.fkul16-4.fna.fbcdn.net/o1/v/t2/f2/m412/AQMa-2F8tqU2u17OmgO6bEIjHatNBYp1TVpQkMIcOlh6j1ZVGGVzBq4eVWAvkT9w7bdgotQVmpS-JfVX_CAQyFmyYilUgljS0x8EjE2gbA.mp4?_nc_cat=104&_nc_oc=AdlaMZBASgW8XUcv9VkDd4KckNJClwlIzcU18MqNtbv5xyKPEtzcFJGYbmy9j9iq0QM&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-4.fna.fbcdn.net&_nc_ohc=jeyjZv1BAtwQ7kNvwGBh9hG&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTUyNjE3MzkwNTQxNzY4NywidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjU1NiwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=nM_8WcPgLg4UjA7b1WEg5A&_nc_zt=28&oh=00_AfZSoyH8oFZHvomYLLs4aEfWTAggyynoJ6SS5PJWyscinA&oe=68DFB9E2&bitrate=444199&tag=sve_sd
466,https://scontent.fkul16-2.fna.fbcdn.net/o1/v/t2/f2/m69/AQOMPmRsg8yrWOj-eTerdEnCt0D-RWwKArVyHg3eGIKh2eGJifu4eiNpDtY7WprzgIgtW_C49zMhyV1RNvVgonZY.mp4?strext=1&_nc_cat=108&_nc_oc=AdlmUmHUKdmtnJShc_eAxFXMjEZgBL2NmOHPHJcwUTojftEs7ig47sV77P45qleKFvM&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-2.fna.fbcdn.net&_nc_ohc=h3QXyVnZD9gQ7kNvwGYIPMj&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTk4MjU3ODk2NTg0NTY0NCwidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjY0MCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=oFkbN2vmkax22NmpQoAfww&_nc_zt=28&oh=00_Afb4iSge5J40w6leqgjepw6pmWBqks7trqU3mvdYC6-VDw&oe=68DF9F5A&bitrate=479287&tag=sve_sd
467,https://scontent.fkul16-3.fna.fbcdn.net/o1/v/t2/f2/m69/AQP5B2S5uQQmMW1MNNz7g86UvkuSLohNaOEkBr4Hg8JX0ul6-3WhVUXwkYhFG9ZarA--hm7vYITLbtC8akhkC3zX.mp4?strext=1&_nc_cat=105&_nc_oc=AdnfNm7Cbsw4S1hRCbLAcqUIXcbC4oI-NAQUVfc_dm50-oq7wxHlhnosInnyP8vv_3Q&_nc_sid=8bf8fe&_nc_ht=scontent.fkul16-3.fna.fbcdn.net&_nc_ohc=8m57v2zYRGwQ7kNvwFhq_i2&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5GQUNFQk9PSy4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6Mzk1MTQxNjc0ODQxMjg0MywidmlfdXNlY2FzZV9pZCI6MTAxMjIsImR1cmF0aW9uX3MiOjc3NywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=oFkbN2vmkax22NmpQoAfww&_nc_zt=28&oh=00_AfY68mEcCmmRX58f3wv4rCWEq7CQZXTz4IBJYFLYRRztQQ&oe=68DFACF9&bitrate=483472&tag=sve_sd
